Year,County,Yield_Value,Yield_Unit,PCT_PLANTED_April,PCT_PLANTED_July,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2011,BRAZOS,426,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,BRAZOS,865,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,BRAZOS,729,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2007,BRAZOS,1200,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,BRAZOS,995,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,BRAZOS,1025,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,BRAZOS,1070,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,BRAZOS,919,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,BRAZOS,800,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,BRAZOS,710,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,BRAZOS,577,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,ROBERTSON,1166,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2022,ROBERTSON,884,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,ROBERTSON,1011,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,ROBERTSON,1324,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,ROBERTSON,1242,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,ROBERTSON,1111,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,ROBERTSON,937,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2013,ROBERTSON,1134,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,ROBERTSON,1371,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2009,ROBERTSON,619,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,ROBERTSON,589,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,ROBERTSON,1144,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,ROBERTSON,804,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,ROBERTSON,971,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,ROBERTSON,832,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,ROBERTSON,1091,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,ROBERTSON,818,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,ROBERTSON,534,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,ROBERTSON,559,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2006,WALKER,742,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,WALKER,651,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,WALKER,576,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2002,WALKER,576,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,WALKER,524,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,WALKER,288,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,OTHER (COMBINED) COUNTIES,1081,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2017,OTHER (COMBINED) COUNTIES,1137,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,OTHER (COMBINED) COUNTIES,1278,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,OTHER (COMBINED) COUNTIES,1170,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,OTHER (COMBINED) COUNTIES,1125,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,OTHER (COMBINED) COUNTIES,1171,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,OTHER (COMBINED) COUNTIES,1057,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,OTHER (COMBINED) COUNTIES,1003,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,OTHER (COMBINED) COUNTIES,715,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,OTHER (COMBINED) COUNTIES,800,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,OTHER (COMBINED) COUNTIES,929,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,OTHER (COMBINED) COUNTIES,1159,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,OTHER (COMBINED) COUNTIES,832,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,OTHER (COMBINED) COUNTIES,912,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,OTHER (COMBINED) COUNTIES,926,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,OTHER (COMBINED) COUNTIES,900,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,OTHER (COMBINED) COUNTIES,960,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,OTHER (COMBINED) COUNTIES,880,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,OTHER (COMBINED) COUNTIES,960,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2005,CULBERSON,1120,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2000,CULBERSON,785,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,EL PASO,847,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2017,EL PASO,1473,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2015,EL PASO,1398,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,EL PASO,1114,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,EL PASO,1011,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2011,EL PASO,1232,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,EL PASO,1143,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,EL PASO,1265,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,EL PASO,1226,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,EL PASO,1418,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,EL PASO,856,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,EL PASO,1206,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,EL PASO,1071,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,EL PASO,1152,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,EL PASO,1338,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,EL PASO,1324,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,EL PASO,1310,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,HUDSPETH,1104,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2016,HUDSPETH,894,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2011,HUDSPETH,1031,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,HUDSPETH,1049,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,HUDSPETH,1186,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2007,HUDSPETH,1050,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,HUDSPETH,792,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HUDSPETH,1013,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,HUDSPETH,1114,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,HUDSPETH,950,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,HUDSPETH,1360,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,HUDSPETH,1200,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,HUDSPETH,1036,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2017,PECOS,1316,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,PECOS,1320,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,PECOS,1022,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,PECOS,1353,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,PECOS,1584,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,PECOS,1274,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,PECOS,824,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,PECOS,1186,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,PECOS,1051,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,PECOS,1060,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,PECOS,1495,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,PECOS,931,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,PECOS,982,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,PECOS,1078,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,PECOS,904,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,PECOS,943,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,PECOS,849,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,PECOS,996,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,REEVES,1219,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2022,REEVES,1023,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2017,REEVES,1170,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2015,REEVES,1208,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,REEVES,1325,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2006,REEVES,768,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,REEVES,1481,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,REEVES,667,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,REEVES,768,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,REEVES,1296,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,REEVES,591,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,REEVES,568,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,OTHER (COMBINED) COUNTIES,973,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,OTHER (COMBINED) COUNTIES,896,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,OTHER (COMBINED) COUNTIES,1009,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,OTHER (COMBINED) COUNTIES,1123,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,OTHER (COMBINED) COUNTIES,608,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,OTHER (COMBINED) COUNTIES,875,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,OTHER (COMBINED) COUNTIES,393,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,OTHER (COMBINED) COUNTIES,230,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,OTHER (COMBINED) COUNTIES,398,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,OTHER (COMBINED) COUNTIES,429,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,OTHER (COMBINED) COUNTIES,371,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,OTHER (COMBINED) COUNTIES,343,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,OTHER (COMBINED) COUNTIES,792,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,OTHER (COMBINED) COUNTIES,960,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,OTHER (COMBINED) COUNTIES,834,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,OTHER (COMBINED) COUNTIES,480,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,OTHER (COMBINED) COUNTIES,693,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,OTHER (COMBINED) COUNTIES,900,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,OTHER (COMBINED) COUNTIES,517,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,OTHER (COMBINED) COUNTIES,480,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2006,COKE,960,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,COKE,680,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,COKE,540,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2002,COKE,420,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,COKE,360,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,COKE,96,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,CONCHO,346,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,CONCHO,716,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2021,CONCHO,558,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,CONCHO,408,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,CONCHO,417,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,CONCHO,527,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,CONCHO,639,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,CONCHO,621,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,CONCHO,397,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,CONCHO,534,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,CONCHO,416,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,CONCHO,320,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2010,CONCHO,426,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,CONCHO,374,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,CONCHO,431,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,CONCHO,622,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,CONCHO,415,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,CONCHO,564,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,CONCHO,492,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,CONCHO,245,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,CONCHO,329,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,CONCHO,211,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,CONCHO,163,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2006,IRION,240,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2000,IRION,180,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2004,KINNEY,800,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2024,MCCULLOCH,351,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2021,MCCULLOCH,463,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,MCCULLOCH,319,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,MCCULLOCH,400,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,MCCULLOCH,266,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,MCCULLOCH,575,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,MCCULLOCH,609,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,MCCULLOCH,379,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,MCCULLOCH,453,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2008,MCCULLOCH,275,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,MCCULLOCH,716,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,MCCULLOCH,135,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,MCCULLOCH,390,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,MCCULLOCH,458,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,MCCULLOCH,288,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,MCCULLOCH,295,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,MCCULLOCH,165,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,MCCULLOCH,112,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,REAGAN,657,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,REAGAN,543,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,REAGAN,851,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,REAGAN,778,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,REAGAN,598,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,REAGAN,388,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,REAGAN,836,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,REAGAN,698,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,REAGAN,547,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,REAGAN,438,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,REAGAN,690,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,REAGAN,586,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,REAGAN,600,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,REAGAN,601,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,REAGAN,592,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,REAGAN,672,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,REAGAN,694,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,REAGAN,949,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,REAGAN,867,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,REAGAN,802,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,REAGAN,651,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,REAGAN,471,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,REAGAN,692,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,REAGAN,547,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,REAGAN,442,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2021,SCHLEICHER,526,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2019,SCHLEICHER,439,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2017,SCHLEICHER,631,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,SCHLEICHER,540,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,SCHLEICHER,343,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,SCHLEICHER,476,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2012,SCHLEICHER,307,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2010,SCHLEICHER,452,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,SCHLEICHER,496,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2007,SCHLEICHER,823,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,SCHLEICHER,480,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,SCHLEICHER,604,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,SCHLEICHER,465,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,SCHLEICHER,317,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,SCHLEICHER,258,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,SCHLEICHER,392,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,SCHLEICHER,55,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,TOM GREEN,494,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,TOM GREEN,429,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,TOM GREEN,820,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,TOM GREEN,735,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,TOM GREEN,719,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,TOM GREEN,569,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,TOM GREEN,598,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,TOM GREEN,802,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,TOM GREEN,788,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,TOM GREEN,488,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,TOM GREEN,674,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,TOM GREEN,503,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,TOM GREEN,369,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,TOM GREEN,542,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,TOM GREEN,564,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,TOM GREEN,555,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,TOM GREEN,607,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,TOM GREEN,991,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,TOM GREEN,570,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,TOM GREEN,663,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,TOM GREEN,622,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,TOM GREEN,415,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,TOM GREEN,339,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,TOM GREEN,325,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,TOM GREEN,162,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,UPTON,701,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2021,UPTON,577,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2019,UPTON,432,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,UPTON,831,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,UPTON,628,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,UPTON,630,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,UPTON,487,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,UPTON,875,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,UPTON,731,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,UPTON,402,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2010,UPTON,668,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,UPTON,787,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,UPTON,1092,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,UPTON,1240,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,UPTON,716,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,UPTON,752,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,UPTON,1024,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,UPTON,790,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,UPTON,526,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,UPTON,581,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,UPTON,155,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,UVALDE,1428,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,UVALDE,775,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,UVALDE,820,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,UVALDE,1273,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,UVALDE,1737,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,UVALDE,1518,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,UVALDE,1227,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,UVALDE,1632,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,UVALDE,1618,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,UVALDE,1309,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,UVALDE,1505,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,UVALDE,1423,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,UVALDE,1424,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,UVALDE,1388,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,UVALDE,1169,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,UVALDE,1292,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,UVALDE,1399,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,UVALDE,1219,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,UVALDE,1346,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,UVALDE,1068,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,UVALDE,1318,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,UVALDE,914,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,UVALDE,1083,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,UVALDE,926,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,UVALDE,291,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,OTHER (COMBINED) COUNTIES,877,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,OTHER (COMBINED) COUNTIES,883,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,OTHER (COMBINED) COUNTIES,864,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,OTHER (COMBINED) COUNTIES,846,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,OTHER (COMBINED) COUNTIES,817,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2014,OTHER (COMBINED) COUNTIES,934,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,OTHER (COMBINED) COUNTIES,653,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,OTHER (COMBINED) COUNTIES,627,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,OTHER (COMBINED) COUNTIES,480,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,OTHER (COMBINED) COUNTIES,917,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,OTHER (COMBINED) COUNTIES,396,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,OTHER (COMBINED) COUNTIES,363,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,OTHER (COMBINED) COUNTIES,877,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,OTHER (COMBINED) COUNTIES,538,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,OTHER (COMBINED) COUNTIES,526,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,OTHER (COMBINED) COUNTIES,712,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,OTHER (COMBINED) COUNTIES,704,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,OTHER (COMBINED) COUNTIES,829,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,OTHER (COMBINED) COUNTIES,672,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,OTHER (COMBINED) COUNTIES,501,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,AUSTIN,1038,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2022,AUSTIN,679,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,AUSTIN,1215,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2019,AUSTIN,775,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,AUSTIN,851,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,AUSTIN,1121,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2014,AUSTIN,1121,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,AUSTIN,657,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2012,AUSTIN,1300,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2011,AUSTIN,510,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,AUSTIN,1097,LB / ACRE,15.0,15.0,93.0,93.0,73.0
