Year,County,Yield_Value,Yield_Unit,PCT_PLANTED_April,PCT_PLANTED_February,PCT_PLANTED_July,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2017,TAYLOR,56.3,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,TAYLOR,31.0,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2010,TAYLOR,48.1,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2007,TAYLOR,42.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,TAYLOR,19.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,TAYLOR,32.9,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,TAYLOR,50.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,TAYLOR,31.6,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,TAYLOR,42.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,TAYLOR,20.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,TAYLOR,29.7,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2016,OTHER (COMBINED) COUNTIES,42.4,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,OTHER (COMBINED) COUNTIES,43.9,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2010,OTHER (COMBINED) COUNTIES,45.3,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2006,OTHER (COMBINED) COUNTIES,41.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,OTHER (COMBINED) COUNTIES,43.5,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,OTHER (COMBINED) COUNTIES,38.3,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,OTHER (COMBINED) COUNTIES,38.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,OTHER (COMBINED) COUNTIES,48.8,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,OTHER (COMBINED) COUNTIES,51.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,OTHER (COMBINED) COUNTIES,72.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2006,BROWN,42.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2004,BROWN,43.3,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,BROWN,38.3,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,BROWN,41.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,BROWN,35.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,BROWN,78.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2005,CALLAHAN,38.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,CALLAHAN,40.0,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2000,CALLAHAN,75.6,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2006,COMANCHE,56.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,COMANCHE,28.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,COMANCHE,42.9,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,COMANCHE,40.9,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,COMANCHE,59.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,COMANCHE,38.9,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,COMANCHE,48.2,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2004,EASTLAND,28.6,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,EASTLAND,41.8,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,EASTLAND,60.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2000,EASTLAND,71.4,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2006,ERATH,42.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2003,ERATH,44.6,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,ERATH,27.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,ERATH,18.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,ERATH,72.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2001,MILLS,45.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,MILLS,64.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2000,SHACKELFORD,75.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2006,THROCKMORTON,0.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2003,THROCKMORTON,40.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,THROCKMORTON,59.4,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2010,WISE,57.7,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2006,WISE,43.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2004,WISE,55.5,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,WISE,32.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2001,WISE,38.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,WISE,70.8,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2004,YOUNG,45.0,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,YOUNG,43.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,YOUNG,45.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,YOUNG,41.3,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,YOUNG,71.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2019,OTHER (COMBINED) COUNTIES,57.3,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,OTHER (COMBINED) COUNTIES,42.4,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,OTHER (COMBINED) COUNTIES,76.3,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,OTHER (COMBINED) COUNTIES,54.7,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,OTHER (COMBINED) COUNTIES,57.1,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,OTHER (COMBINED) COUNTIES,53.6,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,OTHER (COMBINED) COUNTIES,81.2,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,OTHER (COMBINED) COUNTIES,64.1,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,OTHER (COMBINED) COUNTIES,35.6,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,OTHER (COMBINED) COUNTIES,69.7,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,OTHER (COMBINED) COUNTIES,32.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,OTHER (COMBINED) COUNTIES,60.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,OTHER (COMBINED) COUNTIES,48.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,OTHER (COMBINED) COUNTIES,45.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,OTHER (COMBINED) COUNTIES,48.8,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,OTHER (COMBINED) COUNTIES,78.6,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2002,OTHER (COMBINED) COUNTIES,74.6,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,OTHER (COMBINED) COUNTIES,60.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2022,BELL,65.2,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,BELL,71.6,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2019,BELL,85.9,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,BELL,55.5,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,BELL,79.6,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,BELL,54.3,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,BELL,63.3,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,BELL,95.1,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,BELL,86.1,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,BELL,80.0,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,BELL,41.6,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,BELL,80.0,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,BELL,54.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,BELL,57.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,BELL,59.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,BELL,69.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,BELL,72.3,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,BELL,71.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,BELL,68.8,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,BELL,61.7,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,BELL,85.9,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,BELL,84.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2025,BOSQUE,55.4,BU / ACRE,67.0,67.0,100.0,100.0,46.0,81.0
2020,BOSQUE,36.2,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,BOSQUE,56.0,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2013,BOSQUE,50.1,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2011,BOSQUE,22.3,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2007,BOSQUE,55.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,BOSQUE,42.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,BOSQUE,40.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,BOSQUE,48.0,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,BOSQUE,70.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2001,BOSQUE,31.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,BOSQUE,48.9,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2021,COLLIN,61.8,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2019,COLLIN,76.8,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,COLLIN,62.9,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,COLLIN,83.7,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,COLLIN,59.7,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,COLLIN,50.4,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,COLLIN,75.8,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,COLLIN,70.7,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,COLLIN,43.6,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,COLLIN,47.6,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,COLLIN,52.3,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,COLLIN,48.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,COLLIN,66.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,COLLIN,61.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,COLLIN,37.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,COLLIN,63.5,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,COLLIN,77.5,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,COLLIN,82.2,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,COLLIN,71.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,COLLIN,80.2,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,COLLIN,85.8,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2023,COOKE,57.8,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2022,COOKE,42.7,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,COOKE,39.5,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,COOKE,65.5,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,COOKE,76.3,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,COOKE,44.9,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,COOKE,57.9,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,COOKE,44.8,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,COOKE,28.9,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,COOKE,53.8,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,COOKE,71.9,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,COOKE,57.9,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,COOKE,37.7,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,COOKE,63.0,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,COOKE,50.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2007,COOKE,60.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,COOKE,38.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,COOKE,53.9,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,COOKE,72.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,COOKE,76.5,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,COOKE,59.7,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,COOKE,48.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,COOKE,84.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2021,CORYELL,49.8,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,CORYELL,64.7,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2018,CORYELL,31.2,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,CORYELL,64.3,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2015,CORYELL,57.1,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,CORYELL,55.5,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,CORYELL,44.3,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2011,CORYELL,13.3,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,CORYELL,41.9,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,CORYELL,40.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2007,CORYELL,57.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,CORYELL,32.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,CORYELL,54.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,CORYELL,75.8,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,CORYELL,51.8,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,CORYELL,46.4,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,CORYELL,35.2,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,CORYELL,86.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2007,DALLAS,64.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2004,DALLAS,77.8,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,DALLAS,89.5,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,DALLAS,53.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,DALLAS,49.1,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,DALLAS,78.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2014,DELTA,90.3,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2007,DELTA,87.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2003,DELTA,64.2,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2000,DELTA,72.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2025,DENTON,46.1,BU / ACRE,67.0,67.0,100.0,100.0,46.0,81.0
2024,DENTON,66.8,BU / ACRE,65.0,65.0,100.0,100.0,42.0,82.0
2023,DENTON,36.6,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2022,DENTON,29.8,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,DENTON,30.1,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,DENTON,48.9,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,DENTON,47.7,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2017,DENTON,48.3,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,DENTON,52.4,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,DENTON,38.2,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2013,DENTON,47.1,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,DENTON,42.0,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,DENTON,17.2,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,DENTON,48.9,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,DENTON,34.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2006,DENTON,35.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,DENTON,44.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,DENTON,57.3,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,DENTON,61.5,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,DENTON,63.4,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,DENTON,54.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,DENTON,82.9,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2021,ELLIS,48.0,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2019,ELLIS,43.1,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,ELLIS,19.7,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,ELLIS,91.5,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,ELLIS,52.2,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,ELLIS,55.8,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,ELLIS,82.7,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,ELLIS,76.8,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,ELLIS,84.6,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,ELLIS,45.5,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,ELLIS,63.3,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,ELLIS,66.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,ELLIS,60.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,ELLIS,61.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,ELLIS,48.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,ELLIS,62.6,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,ELLIS,84.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,ELLIS,80.4,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,ELLIS,69.7,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,ELLIS,95.4,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,ELLIS,98.6,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2025,FALLS,60.1,BU / ACRE,67.0,67.0,100.0,100.0,46.0,81.0
2023,FALLS,67.9,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2021,FALLS,68.9,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2019,FALLS,72.3,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2017,FALLS,76.4,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,FALLS,69.8,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,FALLS,81.9,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,FALLS,82.4,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,FALLS,83.5,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,FALLS,72.8,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,FALLS,75.0,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,FALLS,36.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,FALLS,55.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,FALLS,53.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,FALLS,58.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,FALLS,43.9,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,FALLS,72.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,FALLS,64.2,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,FALLS,44.1,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,FALLS,70.1,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,FALLS,79.9,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2016,FANNIN,53.4,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2014,FANNIN,87.8,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,FANNIN,88.4,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,FANNIN,89.6,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,FANNIN,50.0,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,FANNIN,52.9,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,FANNIN,45.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,FANNIN,31.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2006,FANNIN,31.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,FANNIN,56.8,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,FANNIN,66.0,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,FANNIN,75.8,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,FANNIN,77.1,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,FANNIN,57.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,FANNIN,61.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2025,GRAYSON,56.8,BU / ACRE,67.0,67.0,100.0,100.0,46.0,81.0
2024,GRAYSON,59.3,BU / ACRE,65.0,65.0,100.0,100.0,42.0,82.0
2023,GRAYSON,73.2,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2022,GRAYSON,35.5,BU / ACRE,63.0,2.0,100.0,99.0,39.0,81.0
2021,GRAYSON,59.3,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,GRAYSON,70.6,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2019,GRAYSON,61.6,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2018,GRAYSON,49.2,BU / ACRE,81.0,81.0,81.0,100.0,32.0,92.0
2017,GRAYSON,68.0,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2015,GRAYSON,61.0,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,GRAYSON,86.4,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,GRAYSON,72.0,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,GRAYSON,75.2,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,GRAYSON,49.9,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,GRAYSON,54.0,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,GRAYSON,71.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,GRAYSON,71.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,GRAYSON,67.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,GRAYSON,37.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,GRAYSON,51.9,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,GRAYSON,79.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,GRAYSON,85.8,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,GRAYSON,77.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,GRAYSON,52.2,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,GRAYSON,81.1,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2023,HAMILTON,37.9,BU / ACRE,69.0,69.0,100.0,98.0,38.0,83.0
2017,HAMILTON,72.0,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,HAMILTON,44.4,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,HAMILTON,67.6,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,HAMILTON,77.3,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,HAMILTON,53.7,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,HAMILTON,50.0,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2011,HAMILTON,48.2,BU / ACRE,55.0,55.0,95.0,92.0,92.0,74.0
2010,HAMILTON,50.0,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,HAMILTON,58.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,HAMILTON,40.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
